Text,Token,Dominant_Topic,Contribution%,Topic_Name
blast unique fusion two passion ai creation arcade machine business thanks new dalle feature chatgpt weve craft visuals transport world astronauts engage arcade game unexpected out space setting,"['blast', 'unique', 'fusion', 'two', 'passion', 'ai', 'creation', 'arcade', 'machine', 'business', 'thanks', 'new', 'dalle', 'feature', 'chatgpt', 'weve', 'craft', 'visuals', 'transport', 'world', 'astronauts', 'engage', 'arcade', 'game', 'unexpected', 'space', 'setting']",2,91.06,T2 Education and Foundations
chatgpt decide,"['chatgpt', 'decide']",1,25.0,T1 Information Technology
friend download free audio review copy amp leave review chatgpt gemini amp llama journey ai agi asi amp singularity transformative innovation book series amazon audible redeem onetime use code promo code ce2qjgdnnpzws,"['friend_download_free_audio', 'review_copy_amp_leave', 'review', 'chatgpt', 'gemini_amp_llama_journey', 'ai_agi_asi_amp', 'singularity_transformative', 'innovation_book_series_amazon', 'audible_redeem', 'onetime_use', 'code_promo_code', 'ce', 'qjgdnnpzws']",3,93.18,T3 Experiment AI
let chatgpt write statement,"['let', 'chatgpt', 'write', 'statement']",4,74.22,T4 Random Ask and Conversations
right quick somebody call chatgpt,"['right', 'quick', 'somebody', 'call', 'chatgpt']",2,74.05,T2 Education and Foundations
exactly kind text could turn effective chatgpt prompt could peruse news correct information unfortunately would probably find nothing day,"['exactly', 'kind', 'text', 'could', 'turn', 'effective', 'chatgpt', 'prompt', 'could', 'peruse', 'news', 'correct', 'information', 'unfortunately', 'would', 'probably', 'find', 'nothing', 'day']",3,78.09,T3 Experiment AI
friend use chatgpt break thing boy,"['friend', 'use', 'chatgpt', 'break', 'thing', 'boy']",1,73.07,T1 Information Technology
friend download free audio review copy amp leave review chatgpt gemini amp llama journey ai agi asi amp singularity transformative innovation book series amazon audible redeem onetime use code promo code c9k6pupm463je,"['friend_download_free_audio', 'review_copy_amp_leave', 'review', 'chatgpt', 'gemini_amp_llama_journey', 'ai_agi_asi_amp', 'singularity_transformative', 'innovation_book_series_amazon', 'audible_redeem', 'onetime_use', 'code_promo_code', 'pupm', 'je']",3,93.18,T3 Experiment AI
chatgpt disappoint ask give bj recently didnt deliver write,"['chatgpt', 'disappoint', 'ask', 'give', 'bj', 'recently', 'didnt', 'deliver', 'write']",1,56.03,T1 Information Technology
master art crypto trading equip technical analysis tool understand market sentiment explore trading strategy smart trading choice pave way significant profit let elevate trading game cryptotradingtips technicalanalysis,"['master', 'art', 'crypto', 'trading', 'equip', 'technical', 'analysis', 'tool', 'understand', 'market', 'sentiment', 'explore', 'trading', 'strategy', 'smart', 'trading', 'choice', 'pave', 'way', 'significant', 'profit', 'let', 'elevate', 'trading', 'game']",4,49.0,T4 Random Ask and Conversations
chatgpt say refer feel guy instead wojack get good result,"['chatgpt', 'say', 'refer', 'feel', 'guy', 'instead', 'wojack', 'get', 'good', 'result']",2,86.74,T2 Education and Foundations
text generate chatgpt,"['text', 'generate', 'chatgpt']",3,73.97,T3 Experiment AI
definitely hamas rocket base chatgpt powerful rocket fajr5 rocket capable destroy hospital,"['definitely', 'hamas', 'rocket', 'base', 'chatgpt', 'powerful', 'rocket', 'fajr', 'rocket', 'capable', 'destroy', 'hospital']",2,73.69,T2 Education and Foundations
maximize profit crypto time key learn identify market trend spot entry point exit strategy knowledgeable decision lead substantial gain empower investment today cryptotrading marketanalysis profitstrategies,"['maximize', 'profit', 'crypto', 'time', 'key', 'learn', 'identify', 'market', 'trend', 'spot', 'entry', 'point', 'exit', 'strategy', 'knowledgeable', 'decision', 'lead', 'substantial', 'gain', 'empower', 'investment', 'today', 'cryptotrading', 'marketanalysis']",2,88.46,T2 Education and Foundations
chatgpt everything need know aipowered chatbot,"['chatgpt', 'everything', 'need', 'know', 'aipowered', 'chatbot']",1,84.62,T1 Information Technology
seize day crypto market stay inform upcoming icos defi project token launch early investment lead massive profit dont miss chance icoinvesting defiprojects cryptoopportunities,"['seize', 'day', 'crypto', 'market', 'stay', 'inform', 'upcoming', 'icos', 'defi', 'project', 'token', 'launch', 'early', 'investment', 'lead', 'massive', 'profit', 'dont', 'miss', 'chance', 'icoinvesting', 'defiprojects']",2,57.66,T2 Education and Foundations
carrier make arrangement recreation night give wo chatgpt账号 飞机号 推特账号 discord账号 国际邮箱 52915,"['carrier', 'make', 'arrangement', 'recreation', 'night', 'give', 'wo', 'chatgpt账号_飞机号_推特账号', 'discord账号', '国际邮箱']",1,81.0,T1 Information Technology
unlock potential crypto investment diversify portfolio promising altcoins ride wave innovation discover next big thing crypto market cryptoinvesting altcoins profitopportunities,"['unlock', 'potential', 'crypto', 'investment', 'diversify', 'portfolio', 'promising', 'altcoins', 'ride', 'wave', 'innovation', 'discover', 'next', 'big', 'thing', 'crypto', 'market', 'cryptoinvesting', 'altcoins']",2,88.67,T2 Education and Foundations
excite time ahead let dive new feature launch chatgpt ready fun dalleinnovation,"['excite', 'time', 'ahead', 'let', 'dive', 'new', 'feature', 'launch', 'chatgpt', 'ready', 'fun', 'dalleinnovation']",3,86.59,T3 Experiment AI
chatgpt get good better,"['chatgpt', 'get', 'good', 'better']",4,73.95,T4 Random Ask and Conversations
whats point make empty content fake engagement use chatgpt,"['whats', 'point', 'make', 'empty', 'content', 'fake', 'engagement', 'use', 'chatgpt']",1,84.34,T1 Information Technology
use make bing chatgpt spirit debate wojacks appropriate concept learn math stuff,"['use', 'make', 'bing', 'chatgpt', 'spirit', 'debate', 'wojacks', 'appropriate', 'concept', 'learn', 'math', 'stuff']",1,58.47,T1 Information Technology
look commissioner lfcommissioner make comparative analysis electronic spreadsheet relational database system 1easy use technicality 2functionality 3features yung hindi po sana chatgpt gamit dl today 12pm,"['look', 'commissioner', 'lfcommissioner', 'make', 'comparative', 'analysis', 'electronic', 'spreadsheet', 'relational', 'database', 'system', 'easy', 'use', 'technicality', 'functionality', 'features', 'yung', 'hindi', 'po', 'sana', 'chatgpt', 'gamit', 'dl', 'today', 'pm']",3,89.7,T3 Experiment AI
see time x soon chatgpt post human post,"['see', 'time', 'soon', 'chatgpt', 'post', 'human', 'post']",1,86.58,T1 Information Technology
chatgpt say hamas even rocket capable damage,"['chatgpt', 'say', 'hamas', 'even', 'rocket', 'capable', 'damage']",4,56.23,T4 Random Ask and Conversations
study suggest chatgpt follow depression guideline well doctor chatgpt ai depression,"['study', 'suggest', 'chatgpt', 'follow', 'depression', 'guideline', 'well', 'doctor', 'chatgpt', 'ai', 'depression']",2,73.43,T2 Education and Foundations
really know thanks advise think inner city yes mat live let hope close gap city 1000 kilometre away actual problem occur maybe chatgpt fix problem,"['really', 'know', 'thanks', 'advise', 'think', 'inner', 'city', 'yes', 'mat', 'live', 'let', 'hope', 'close', 'gap', 'city', 'kilometre', 'away', 'actual', 'problem', 'occur', 'maybe', 'chatgpt', 'fix', 'problem']",1,90.7,T1 Information Technology
threw question onto use use site old project ignore domain ignore un centred button second page 150 question rn shit blame chatgpt pretty much make whole thing,"['threw', 'question', 'onto', 'use', 'use', 'site', 'old', 'project', 'ignore', 'domain', 'ignore', 'un', 'centred', 'button', 'second', 'page', 'question', 'rn', 'shit', 'blame', 'chatgpt', 'pretty', 'much', 'make', 'whole', 'thing']",1,90.16,T1 Information Technology
hi im work ebook chatgpt promts marketing go free hopefully someone get wish productive week,"['hi', 'im', 'work', 'ebook', 'chatgpt', 'promts', 'marketing', 'go', 'free', 'hopefully', 'someone', 'get', 'wish', 'productive', 'week']",1,84.19,T1 Information Technology
look forward chatgpt generate film image plot outline adaptation yoshimi battle pink robot flame lip well recent movie,"['look', 'forward', 'chatgpt', 'generate', 'film', 'image', 'plot', 'outline', 'adaptation', 'yoshimi', 'battle', 'pink', 'robot', 'flame', 'lip', 'well', 'recent', 'movie']",4,56.86,T4 Random Ask and Conversations
answer creator blog youtube chatgpt mentor space podcasts,"['answer', 'creator', 'blog', 'youtube', 'chatgpt', 'mentor', 'space', 'podcasts']",4,74.03,T4 Random Ask and Conversations
get new one,"['get', 'new', 'one']",4,79.46,T4 Random Ask and Conversations
deep dive europe aml regulation strike balance privacy security crucial implication business individual join conversation amlcompliance dataprivacy financialregulations,"['deep', 'dive', 'europe', 'aml', 'regulation', 'strike', 'balance', 'privacy', 'security', 'crucial', 'implication', 'business', 'individual', 'join', 'conversation', 'amlcompliance', 'dataprivacy']",1,73.95,T1 Information Technology
bad chatgpt integrate small openai api,"['bad', 'chatgpt', 'integrate', 'small', 'openai', 'api']",2,43.33,T2 Education and Foundations
chatgpt help hire smarter hire smallbusiness chatgpt,"['chatgpt', 'help', 'hire', 'smarter', 'hire', 'smallbusiness', 'chatgpt']",2,61.29,T2 Education and Foundations
global tech landscape shift uschina export control al semiconductor chip scrutiny impact tech innovation international relation techpolicy uschinarelations alsemiconductors,"['global', 'tech', 'landscape', 'shift', 'uschina', 'export', 'control', 'al', 'semiconductor', 'chip', 'scrutiny', 'impact', 'tech', 'innovation', 'international', 'relation', 'techpolicy']",2,80.43,T2 Education and Foundations
fantom foundation hack incident raise question 550k lost investigation ongoing crypto world enough bolster security measure let discuss cryptosecurity fantomhack blockchainsafety,"['fantom', 'foundation', 'hack', 'incident', 'raise', 'question', 'lost', 'investigation', 'ongoing', 'crypto', 'world', 'enough', 'bolster', 'security', 'measure', 'let', 'discuss', 'cryptosecurity', 'fantomhack']",3,86.73,T3 Experiment AI
definitely israel base chatgpt hamas rocket destroy hospital,"['definitely', 'israel', 'base', 'chatgpt', 'hamas', 'rocket', 'destroy', 'hospital']",2,80.14,T2 Education and Foundations
stay update late crypto trend defi nfts daily roundup keep loop dont miss evolve world blockchain technology cryptonews defi nfts blockchain,"['stay', 'update', 'late', 'crypto', 'trend', 'defi', 'nfts', 'daily', 'roundup', 'keep', 'loop', 'dont', 'miss', 'evolve', 'world', 'blockchain', 'technology', 'cryptonews', 'defi', 'nfts', 'blockchain']",1,66.43,T1 Information Technology
yeah everyone know chatgpt write vedas evil brahmin take credit,"['yeah', 'everyone', 'know', 'chatgpt', 'write', 'vedas', 'evil', 'brahmin', 'take', 'credit']",3,83.55,T3 Experiment AI
may find reason chatgpt term pagan originate latin word paganus originally mean rural rustic classical era neutral term simply refer villager someone countryside transition,"['may', 'find', 'reason', 'chatgpt', 'term', 'pagan', 'originate', 'latin', 'word', 'paganus', 'originally', 'mean', 'rural', 'rustic', 'classical', 'era', 'neutral', 'term', 'simply', 'refer', 'villager', 'someone', 'countryside', 'transition']",1,84.4,T1 Information Technology
thats israels comms lapdog take credit start lie scumbag cover blood innocent child,"['thats', 'israels', 'comms', 'lapdog', 'take', 'credit', 'start', 'lie', 'scumbag', 'cover', 'blood', 'innocent', 'child']",4,84.32,T4 Random Ask and Conversations
china ernie ai good good chatgpt say creator,"['china', 'ernie', 'ai', 'good', 'good', 'chatgpt', 'say', 'creator']",2,80.49,T2 Education and Foundations
crypto market bullish momentum continue bitcoin dominance rise 50 short liquidation surge total 64m 24 hour excite time crypto enthusiast bitcoindominance cryptobullrun markettrends,"['crypto', 'market', 'bullish', 'momentum', 'continue', 'bitcoin', 'dominance', 'rise', 'short', 'liquidation', 'surge', 'total', 'hour', 'excite', 'time', 'crypto', 'enthusiast', 'cryptobullrun', 'markettrends']",2,84.3,T2 Education and Foundations
demshevik think get free content chatgpt fact last segment dem human centipede log onto scatgpt pitifuljustpitiful,"['demshevik', 'think', 'get', 'free', 'content', 'chatgpt', 'fact', 'last', 'segment', 'dem', 'human', 'centipede', 'log', 'onto', 'scatgpt']",4,88.61,T4 Random Ask and Conversations
use chatgpt copy data image copy test question want use help son grade 9 biology test didnt want retype information drop image craft decent instruction work do wild world live,"['use', 'chatgpt', 'copy', 'data', 'image', 'copy', 'test', 'question', 'want', 'use', 'help', 'son', 'grade', 'biology', 'test', 'didnt', 'want', 'retype', 'information', 'drop', 'image', 'craft', 'decent', 'instruction', 'work', 'wild', 'world', 'live']",3,95.23,T3 Experiment AI
love people talk write many assignment voice text convert use chatgpt,"['love', 'people', 'talk', 'write', 'many', 'assignment', 'voice', 'text', 'convert', 'use', 'chatgpt']",1,57.88,T1 Information Technology
want everyone thats highly invested celebrity statement palestine attack write statement rn grammarly chatgpt brainpower note app wanna see sum,"['want', 'everyone', 'thats', 'highly', 'invested', 'celebrity', 'statement', 'palestine', 'attack', 'write', 'statement', 'rn', 'grammarly', 'chatgpt', 'brainpower', 'note', 'app', 'wanna', 'see', 'sum']",4,88.49,T4 Random Ask and Conversations
fantom foundation hack 550k investigation underway happen steal fund stay inform fantomfoundation cryptosecurity hackingnews,"['fantom', 'foundation', 'hack', 'investigation', 'underway', 'happen', 'steal', 'fund', 'stay', 'inform', 'cryptosecurity', 'hackingnews']",2,60.94,T2 Education and Foundations
chatgpt make,"['chatgpt', 'make']",1,61.83,T1 Information Technology
chatgpt great aid program troubleshoot mention speeding workflow,"['chatgpt', 'great', 'aid', 'program', 'troubleshoot', 'mention', 'speeding', 'workflow']",1,61.73,T1 Information Technology
tv2gaaq term task raw involve quickly career chatgpt账号 小火箭 推特账号 小火箭 美区礼品卡 8055699,"['tv', 'gaaq', 'term', 'task', 'raw', 'involve', 'quickly', 'career', 'chatgpt账号_小火箭_推特账号', '小火箭', '美区礼品卡']",3,61.39,T3 Experiment AI
sam bankmanfrieds trial update crossexamination underway ripple job post hint ipo ftx customer await fund return stay tune update cryptotrial ripple ftx ipo,"['sam', 'bankmanfrieds', 'trial', 'update', 'underway', 'ripple', 'job', 'post', 'hint', 'ipo', 'ftx', 'customer', 'await', 'fund', 'return', 'stay', 'tune', 'update', 'cryptotrial', 'ripple', 'ftx', 'ipo']",1,73.81,T1 Information Technology
